0.511 , 0.44
0.481 , 0.73
0.451 , 1.36
0.421 , 2.83
0.391 , 5.81
0.361 , 8.87
0.331 , 10.41
0.301 , 11.04
0.271 , 11.31
0.241 , 11.44
0.211 , 11.48
0.181 , 11.48
0.151 , 11.43
0.121 , 11.31
0.091 , 11.06
0.061 , 10.47
0.031 , 9.08
0.001 , 6.21
-0.029 , 3.07
-0.059 , 1.45
-0.089 , 0.76

