-0.24 , 2.01
-0.22 , 2.70
-0.20 , 3.73
-0.18 , 5.29
-0.16 , 7.72
-0.14 , 11.59
-0.12 , 17.43
-0.10 , 24.62
-0.08 , 30.82
-0.06 , 31.79
-0.04 , 27.80
-0.02 , 23.16
0.00 , 21.43
0.02 , 23.35
0.04 , 28.04
0.06 , 31.98
0.08 , 30.67
0.10 , 24.36
0.12 , 17.04
0.14 , 11.30
0.16 , 7.57
